YEAR,CARRIER,CARRIER_NAME,MANUFACTURE_YEAR,UNIQUE_CARRIER_NAME,SERIAL_NUMBER,TAIL_NUMBER,AIRCRAFT_STATUS,OPERATING_STATUS,NUMBER_OF_SEATS,MANUFACTURER,AIRCRAFT_TYPE,MODEL,CAPACITY_IN_POUNDS,ACQUISITION_DATE,AIRLINE_ID,UNIQUE_CARRIER
2006,16,PSA Airlines Inc.,2003,PSA Airlines Inc.,7858,N202PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,10/28/2003 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2003,PSA Airlines Inc.,7860,N206PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,10/30/2003 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2003,PSA Airlines Inc.,7873,N207PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,11/26/2003 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2003,PSA Airlines Inc.,7874,N209PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,12/4/2003 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2003,PSA Airlines Inc.,7879,N213PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,12/16/2003 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2003,PSA Airlines Inc.,7880,N215PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,12/16/2003 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2003,PSA Airlines Inc.,7882,N216PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,12/18/2003 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,10135,N702PS,B,Y,70,CANADAIR,,RJ-700,67000,3/23/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,10137,N703PS,B,Y,70,CANADAIR,,RJ-700,67000,3/26/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,10144,N705PS,B,Y,70,CANADAIR,,RJ-700,67000,4/30/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,10150,N706PS,B,Y,70,CANADAIR,,RJ-700,67000,7/8/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,10160,N708PS,B,Y,70,CANADAIR,,RJ-700,67000,8/27/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7885,N218PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,1/7/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7887,N220PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,1/14/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7889,N221PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,1/21/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7892,N223PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,1/27/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7895,N226PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,1/29/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7897,N228PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,1/27/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7898,N229PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,1/29/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7904,N230PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,3/4/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7906,N237PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,3/8/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7909,N241PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,4/2/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7911,N242PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,4/5/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7912,N244PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,4/16/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7919,N245PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,4/15/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7920,N246PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,4/30/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7922,N247PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,4/29/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7925,N248PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,5/3/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7926,N249PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,5/3/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7929,N250PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,4/30/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7931,N251PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,5/3/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7934,N253PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,7/20/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7935,N254PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,7/20/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7937,N256PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,7/22/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7939,N257PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,7/23/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7941,N258PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,7/30/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7945,N259PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,7/30/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7957,N260PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,7/29/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7959,N261PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,7/30/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2004,PSA Airlines Inc.,7962,N262PS,B,Y,50,CANADAIR,,CRJ-2/4,47000,9/3/2004 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2005,PSA Airlines Inc.,10165,N709PS,B,Y,70,CANADAIR,,RJ-700,67000,1/25/2005 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2005,PSA Airlines Inc.,10167,N710PS,B,Y,70,CANADAIR,,RJ-700,67000,2/2/2005 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2005,PSA Airlines Inc.,10168,N712PS,B,Y,70,CANADAIR,,RJ-700,67000,2/2/2005 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2005,PSA Airlines Inc.,10171,N716PS,B,Y,70,CANADAIR,,RJ-700,67000,2/16/2005 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2005,PSA Airlines Inc.,10175,N718PS,B,Y,70,CANADAIR,,RJ-700,67000,1/27/2005 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2005,PSA Airlines Inc.,10177,N719PS,B,Y,70,CANADAIR,,RJ-700,67000,3/4/2005 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2005,PSA Airlines Inc.,10178,N720PS,B,Y,70,CANADAIR,,RJ-700,67000,2/28/2005 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2005,PSA Airlines Inc.,10181,N723PS,B,Y,70,CANADAIR,,RJ-700,67000,1/31/2005 12:00:00 AM,20397,16
2006,16,PSA Airlines Inc.,2005,PSA Airlines Inc.,10186,N725PS,B,Y,70,CANADAIR,,RJ-700,67000,1/31/2005 12:00:00 AM,20397,16
2006,3Z,Tatonduk Flying Service,1944,Tatonduk Flying Service,22451,N23ACC,O,N,0,CURTISS,,COMMANDO,14000,8/1/2021 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1945,Tatonduk Flying Service,273,N7848B,O,Y,2,CURTISS,,COMMANDO,14000,4/1/1999 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1945,Tatonduk Flying Service,33285,N54514,O,Y,0,CURTISS,,COMMANDO,14000,5/1/1996 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1954,Tatonduk Flying Service,44258,N400UA,B,Y,0,MCDONNELL-DOUGLAS,,DC-6A,28000,6/1/2004 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1954,Tatonduk Flying Service,44599,N351CE,O,Y,0,MCDONNELL-DOUGLAS,,DC-6A,28000,7/1/1995 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1954,Tatonduk Flying Service,44612,N251CE,O,Y,0,MCDONNELL-DOUGLAS,,DC-6A,28000,5/1/1996 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1955,Tatonduk Flying Service,44559,N9148F,O,N,0,MCDONNELL-DOUGLAS,,DC-6A,28000,3/1/1998 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1955,Tatonduk Flying Service,44658,N3047V,O,N,0,MCDONNELL-DOUGLAS,,DC-6A,28000,4/1/2002 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1956,Tatonduk Flying Service,44675,N888DG,O,Y,0,MCDONNELL-DOUGLAS,,DC-6A,28000,2/1/1996 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1957,Tatonduk Flying Service,45137,N555SQ,O,Y,0,MCDONNELL-DOUGLAS,,DC-6B,28000,9/1/1995 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1957,Tatonduk Flying Service,45179,N60759,O,N,0,MCDONNELL-DOUGLAS,,DC-6A,28000,8/1/2000 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1957,Tatonduk Flying Service,45222,N6586C,O,Y,0,MCDONNELL-DOUGLAS,,DC-6B,28000,10/1/1998 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1958,Tatonduk Flying Service,45321,N28CA,O,N,0,MCDONNELL-DOUGLAS,,DC-6A,28000,7/1/2001 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1958,Tatonduk Flying Service,45496,N151,O,Y,0,MCDONNELL-DOUGLAS,,DC-6B,28000,9/1/1997 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1958,Tatonduk Flying Service,45498,N9056R,O,Y,0,MCDONNELL-DOUGLAS,,DC-6A,28000,8/1/2000 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1976,Tatonduk Flying Service,32R-768-0076,N148RF,O,Y,6,PIPER,,PA-28,1000,5/1/1997 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1976,Tatonduk Flying Service,32R-768-0288,N108NS,O,Y,6,PIPER,,PA-28,1000,12/1/1994 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1976,Tatonduk Flying Service,32R-768-0398,N6969J,O,Y,6,PIPER,,PA-28,1000,10/1/1993 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1977,Tatonduk Flying Service,32R-778-0129,N1063H,O,Y,6,PIPER,,PA-28,1000,10/1/1996 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1978,Tatonduk Flying Service,340A0465,N6292N,O,Y,0,CESSNA,,CE-340,1200,8/1/2006 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1988,Tatonduk Flying Service,120-084,N12703,O,N,0,EMBRAER,,EMB-120,7500,5/1/2005 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1988,Tatonduk Flying Service,120-105,N1105G,B,Y,0,EMBRAER,,EMB-120,7500,6/1/2004 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1988,Tatonduk Flying Service,120-110,N1110J,B,Y,0,EMBRAER,,EMB-120,7500,12/1/2004 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1992,Tatonduk Flying Service,120-263,N269CA,O,N,0,EMBRAER,,EMB-120,7500,4/1/2006 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1992,Tatonduk Flying Service,120-264,N462CA,O,N,0,EMBRAER,,EMB-120,7500,4/1/2006 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1992,Tatonduk Flying Service,120-267,N463CA,O,N,0,EMBRAER,,EMB-120,7500,4/1/2006 12:00:00 AM,20408,3Z
2006,3Z,Tatonduk Flying Service,1997,Tatonduk Flying Service,208B0595,N575JD,B,Y,0,CESSNA,,CE-208B,3000,5/1/1997 12:00:00 AM,20408,3Z
2006,5X,United Parcel Service,1966,United Parcel Service,18898,N902UP,O,N,0,BOEING,,B727-100,43500,1/16/1993 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1966,United Parcel Service,18945,N903UP,O,N,0,BOEING,,B727-100,43500,12/15/1992 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1966,United Parcel Service,18946,N904UP,O,N,0,BOEING,,B727-100,43500,12/2/1992 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1966,United Parcel Service,18947,N905UP,O,N,0,BOEING,,B727-100,43500,4/24/1993 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1966,United Parcel Service,19091,N928UP,O,N,0,BOEING,,B727-100,43500,9/30/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1966,United Parcel Service,19094,N945UP,O,Y,0,BOEING,,B727-100,43500,6/1/1990 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1966,United Parcel Service,19096,N930UP,O,Y,0,BOEING,,B727-100,43500,9/7/1983 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1966,United Parcel Service,19102,N943UP,O,N,0,BOEING,,B727-100,43500,1/31/1993 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1966,United Parcel Service,19103,N944UP,O,Y,0,BOEING,,B727-100,43500,6/1/1990 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1966,United Parcel Service,19135,N934UP,O,N,0,BOEING,,B727-100,43500,5/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19008,N918UP,O,Y,0,BOEING,,B727-100,43500,6/16/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19012,N919UP,O,Y,0,BOEING,,B727-100,43500,7/16/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19101,N942UP,O,Y,0,BOEING,,B727-100,43500,6/1/1990 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19118,N907UP,O,N,0,BOEING,,B727-100,43500,10/6/1981 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19196,N941UP,O,Y,0,BOEING,,B727-100,43500,12/31/1989 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19231,N922UP,O,Y,0,BOEING,,B727-100,43500,5/8/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19232,N927UP,O,N,0,BOEING,,B727-100,43500,4/10/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19233,N926UP,O,Y,0,BOEING,,B727-100,43500,3/5/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19234,N924UP,O,N,0,BOEING,,B727-100,43500,4/23/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19302,N937UP,O,N,0,BOEING,,B727-100,43500,3/1/1994 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19314,N906UP,O,N,0,BOEING,,B727-100,43500,3/8/1993 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19503,N936UP,O,Y,0,BOEING,,B727-100,43500,10/10/1989 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19506,N938UP,O,Y,0,BOEING,,B727-100,43500,3/1/1994 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19721,N946UP,O,N,0,BOEING,,B727-100,43500,3/21/1994 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,19722,N947UP,O,N,0,BOEING,,B727-100,43500,4/27/1994 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,45898,N798UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,3/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,45900,N700UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,6/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,45902,N702UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,5/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,45907,N707UP,O,N,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,45914,N709UP,O,N,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1967,United Parcel Service,45915,N715UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,19826,N940UP,O,Y,0,BOEING,,B727-100,43500,3/1/1994 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,19827,N954UP,O,Y,0,BOEING,,B727-100,43500,7/21/1994 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,19856,N932UP,O,Y,0,BOEING,,B727-100,43500,5/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,19857,N933UP,O,N,0,BOEING,,B727-100,43500,5/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,19873,N920UP,O,Y,0,BOEING,,B727-100,43500,7/8/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,20143,N935UP,O,Y,0,BOEING,,B727-100,43500,10/20/1989 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45936,N836UP,O,N,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,11/10/1984 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45938,N701UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,5/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45939,N703UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,6/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45944,N744UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45949,N705UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,5/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45950,N750UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,7/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45952,N752UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,5/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45966,N866UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,5/1/1984 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45967,N867UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,11/29/1984 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45968,N868UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,9/19/1984 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,45979,N779UP,O,N,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,46001,N810UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,5/31/1990 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,46004,N804UP,O,N,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,12/29/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,46006,N806UP,O,N,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,12/31/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,46018,N718UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/10/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1968,United Parcel Service,46109,N809UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,2/1/1984 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46007,N807UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,12/29/1982 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46008,N808UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,3/1/1983 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46019,N819UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,10/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46029,N729UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46030,N730UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46048,N708UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46051,N851UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,3/4/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46052,N852UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,8/25/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46055,N755UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46056,N706UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46059,N813UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,6/1/1990 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46072,N772UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-71,96000,12/1/1986 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46073,N803UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,5/31/1990 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46074,N874UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,12/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46080,N880UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,10/1/1985 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46089,N811UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,5/31/1990 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46090,N814UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,6/1/1990 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46094,N894UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,11/14/1984 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46100,N802UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,1/30/1990 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1969,United Parcel Service,46101,N801UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,8/1/1984 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1970,United Parcel Service,19661,N681UP,O,Y,0,BOEING,,B747-1,215000,5/1/1991 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1970,United Parcel Service,20101,N676UP,O,Y,0,BOEING,,B747-1,215000,12/28/1995 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1970,United Parcel Service,46108,N818UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,7/13/1984 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1970,United Parcel Service,46112,N812UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,10/1/1984 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1970,United Parcel Service,46117,N805UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,5/30/1990 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1970,United Parcel Service,46140,N840UP,O,Y,0,MCDONNELL-DOUGLAS,,DC-8-73F,110000,5/22/1984 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1971,United Parcel Service,20324,N672UP,O,Y,0,BOEING,,B747-1,215000,12/28/1995 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1971,United Parcel Service,20349,N682UP,O,Y,0,BOEING,,B747-1,215000,7/1/1991 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1971,United Parcel Service,20353,N683UP,O,Y,0,BOEING,,B747-1,215000,12/1/1991 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1971,United Parcel Service,20390,N675UP,O,N,0,BOEING,,B747-1,215000,12/28/1995 12:00:00 AM,19917,5X
2006,5X,United Parcel Service,1971,United Parcel Service,20391,N677UP,O,Y,0,BOEING,,B747-1,215000,12/1/1990 12:00:00 AM,19917,5X
